,lat,long,price
0,47.598523529411764,-122.18620588235294,765000.0
1,47.34546666666667,-122.16633333333334,246550.00000000006
2,47.599163157894736,-122.23589473684211,1700000.0
3,47.62291555555556,-122.22768888888889,489993.77777777775
4,47.620400000000004,-122.24366666666667,2580000.0
5,47.623484210526314,-122.18084210526315,1210000.0
6,47.5446746835443,-122.23260759493671,364993.2405063292
7,47.62776808510638,-122.22936170212766,605001.6808510638
8,47.62097857142857,-122.176,959992.857142857
9,47.5943,-122.11,3570000.0
10,47.628816666666665,-122.2418888888889,1450000.0
11,47.4966,-122.187,141800.0
12,47.619,-122.2565,2190000.0
13,47.48665,-122.238,421500.0
14,47.46265714285714,-122.20542857142857,312009.52380952385
15,47.616676744186044,-122.21553488372093,689998.8372093023
16,47.624092857142855,-122.23358928571429,849998.9285714286
17,47.6324336,-122.226384,524999.408
18,47.6053,-122.077,3080000.0
19,47.6274,-122.257,1910000.0
20,47.630173684210526,-122.26436842105264,1100000.0
21,47.38727272727273,-122.21154545454546,194996.66666666674
22,47.62093333333333,-122.25277777777778,1320000.0
23,47.63662272727273,-122.23069696969696,564996.2121212122
24,47.62470735294118,-122.21826470588235,454994.85294117645
25,47.633595,-122.2518,1600000.0
26,47.59713333333333,-122.30133333333333,647500.0
27,47.629333333333335,-122.20933333333333,2350000.0
28,47.597612500000004,-122.21554166666667,1030000.0
29,47.46633428571428,-122.2364,275000.0285714286
30,47.629616363636366,-122.20029090909091,799991.2727272728
31,47.605,-122.22766666666666,921000.0
32,47.5136,-122.19591666666666,386023.3333333334
33,47.552740625,-122.23910416666666,344995.83333333343
34,47.6453,-122.41,2800000.0
35,47.61176666666667,-122.21633333333332,1820000.0
36,47.64705,-122.3275,2950000.0
37,47.6726,-122.371,734200.0
38,47.4204,-122.26518421052631,209991.73684210534
39,47.604607692307695,-122.20069230769231,1380000.0
40,47.5954,-122.206,2080000.0
41,47.59709375,-122.226625,1160000.0
42,47.626933333333334,-122.19088888888889,889994.4444444445
43,47.61172,-122.2689,1250000.0
44,47.663325,-122.29650000000001,1530000.0
45,47.53561357142857,-122.2229,325000.6285714287
46,47.5864,-122.2655,3400000.0
47,47.627715384615385,-122.27207692307692,989991.5384615385
48,47.588971428571426,-122.21689285714285,544993.7321428572
49,47.598642857142856,-122.13128571428571,627000.0
50,47.61910538461539,-122.25050769230769,399999.8846153847
51,47.454736363636364,-122.21727272727273,290990.9090909091
52,47.3882,-122.226,227485.0
53,47.3026,-122.363,89000.0
54,47.65976923076923,-122.2553076923077,588000.0
55,47.62299333333333,-122.1942,436983.4666666667
56,47.6217,-122.239,2680000.0
57,47.60278,-122.25,2450000.0
58,47.560266666666664,-122.15733333333333,713000.0
59,47.4273,-122.259,170500.0
60,47.630697142857144,-122.22108571428572,669992.5142857142
61,47.6318,-122.255,1980000.0
62,47.61991515151515,-122.21222727272728,509995.45454545453
63,47.6759,-122.151,819900.0
64,47.585,-122.222,3850000.0
65,47.44728823529412,-122.22514705882352,264995.5882352942
66,47.6162,-122.2701111111111,2250000.0
67,47.624676923076926,-122.22846153846154,1290000.0
68,47.608549999999994,-122.32625,464937.5
69,47.61908571428572,-122.21385714285714,1650000.0
70,47.614925,-122.204375,1750000.0
71,47.62845,-122.214,3200000.0
72,47.63890909090909,-122.19627272727273,779996.590909091
73,47.62693888888889,-122.15327777777777,1060000.0
74,47.48614111111111,-122.20867777777778,304997.7666666667
75,47.6276625,-122.214875,1490000.0
76,47.6409,-122.241,3640000.0
77,47.61187777777778,-122.236,2400000.0
78,47.63487837837838,-122.25537837837838,579999.7972972973
79,47.62713333333333,-122.22820689655173,749995.3333333334
80,47.6503,-122.41,868000.0
81,47.63742743362832,-122.22415044247788,474994.73451327434
82,47.6234875,-122.255,2300000.0
83,47.63144714285714,-122.23499285714286,499999.85
84,47.60233282442748,-122.25107633587787,374999.92366412224
85,47.62114444444445,-122.24233333333333,1130000.0
86,47.62386095238095,-122.25238095238095,414998.0857142857
87,47.42315,-122.19,118062.5
88,47.617325,-122.22975,939000.0
89,47.54665238095238,-122.24504761904763,354995.8452380953
90,47.61421428571429,-122.27171428571428,1570000.0
91,47.62545,-122.2595,2140000.0
92,47.61707777777778,-122.26822222222222,1400000.0
93,47.633449999999996,-122.28649999999999,2890000.0
94,47.6445,-122.299,1340000.0
95,47.57286153846154,-122.24353846153846,334000.6923076923
96,47.378639393939395,-122.26018181818182,184993.93939393945
97,47.62764,-122.232,3000000.0
98,47.60953333333333,-122.24433333333333,1870000.0
99,47.6718,-122.366,658533.3333333333
100,47.42440481927711,-122.24689156626506,234995.46987951815
101,47.643566666666665,-122.14833333333333,828983.3333333333
102,47.63563055555556,-122.21519444444445,540000.0
103,47.45384545454546,-122.233,257001.5
104,47.61199415584416,-122.23313636363636,449999.9285714286
105,47.62285833333333,-122.23591666666667,614996.9791666666
106,47.60234897959184,-122.20700000000001,554994.081632653
107,47.624819277108436,-122.24334939759036,699999.1445783133
108,47.5967,-122.06,638200.0
109,47.6128,-122.23819999999999,2500000.0
110,47.606818181818184,-122.21277272727272,1080000.0
111,47.63333333333333,-122.2591,899995.0
112,47.62398888888889,-122.24185555555556,429997.77777777775
113,47.635171428571425,-122.26709523809524,1010000.0
114,47.414307692307695,-122.18426923076923,160004.96153846156
115,47.6181,-122.284,2550000.0
116,47.62235,-122.152,1790000.0
117,47.65044,-122.2606,1180000.0
118,47.402975,-122.19475,297000.0
119,47.6177,-122.229,2720000.0
120,47.619550000000004,-122.209,1940000.0
121,47.599464705882355,-122.24535294117648,1350000.0
122,47.5794,-122.1095,722966.6666666666
123,47.63036037735849,-122.22307547169811,679998.3962264151
124,47.525999999999996,-122.234,282528.25
125,47.593492857142856,-122.23992857142856,1260000.0
126,47.6204,-122.23746666666666,969996.0
127,47.39319090909091,-122.26881818181819,217000.0
128,47.411625,-122.231,319487.5
129,47.59415348837209,-122.21393023255814,949994.6511627907
130,47.6210947368421,-122.29794736842105,1230000.0
131,47.624296551724136,-122.20889655172414,839991.0344827587
132,47.634625,-122.31675,2050000.0
133,47.6191986013986,-122.2306013986014,550000.7342657342
134,47.3868,-122.2145,204000.00000000006
135,47.6395,-122.234,3710000.0
136,47.377156,-122.15564,269934.0
137,47.62684719101124,-122.23567415730338,599999.8314606742
138,47.62584761904762,-122.15895238095239,795000.0
139,47.558987037037035,-122.22843827160494,349999.93827160506
140,47.62127058823529,-122.18341176470588,809995.5882352942
141,47.57255833333333,-122.11675,572001.25
142,47.61627444444444,-122.2350111111111,529995.3111111111
143,47.66096363636363,-122.18663636363637,482000.0
144,47.604304444444445,-122.249,1050000.0
145,47.44802,-122.234,239920.0
146,47.60185,-122.10475,516000.0
147,47.57039375,-122.242625,369991.9062500001
148,47.626044444444446,-122.25555555555556,1550000.0
149,47.60197,-122.2871,406010.0
150,47.63575151515152,-122.25663636363636,999996.9393939395
151,47.638090909090906,-122.25427272727272,879988.6363636365
152,47.617716216216216,-122.2439054054054,394995.25675675675
153,47.6264,-122.24057142857143,1850000.0
154,47.6326,-122.216,2640000.0
155,47.68194666666667,-122.2186,442505.8666666667
156,47.62755,-122.21625,1690000.0
157,47.47235,-122.17495454545455,359940.90909090906
158,47.52209411764706,-122.23288235294117,338002.9411764706
159,47.53573859649123,-122.23064912280702,329999.8596491229
160,47.60347222222222,-122.23633333333333,1200000.0
161,47.661,-122.22099999999999,1420000.0
162,47.61470588235294,-122.23188235294118,1500000.0
163,47.450413636363635,-122.21331818181818,149995.4545454546
164,47.56515,-122.12325,561000.0
165,47.54450987654321,-122.24266666666666,380000.0
166,47.63765,-122.1705,861055.5
167,47.623266666666666,-122.298,1630000.0
168,47.635189795918365,-122.21275510204082,619999.7346938775
169,47.60183333333333,-122.16933333333333,912000.0
170,47.60587857142857,-122.24814285714285,980000.0
171,47.49355,-122.184,519500.0
172,47.7612,-122.381,2010000.0
173,47.54085,-122.26925,129986.0
174,47.62059473684211,-122.24884210526317,1070000.0
175,47.63405161290323,-122.27293548387097,1300000.0
176,47.60861931034483,-122.22800689655172,424997.2413793104
177,47.6451,-122.252,1470000.0
178,47.58745,-122.239,1730000.0
179,47.61849230769231,-122.25792307692308,929996.1538461538
180,47.648,-122.218,3350000.0
181,47.62415,-122.14875,772537.5
182,47.63328,-122.20791428571428,739994.2571428572
183,47.614675,-122.23795588235294,494998.67647058825
184,47.4418256,-122.238544,249997.60000000003
185,47.62649242424242,-122.2066212121212,674999.2424242424
186,47.60715,-122.2259,1900000.0
187,47.6241,-122.29105555555556,1330000.0
188,47.61512666666667,-122.25713333333333,1390000.0
